,Территория,Год,НС,НС%,Больные ЗППП_ingroup,Обследованные беременные_ingroup,"Обследованные лица, находящиеся в местах лишения свободы_ingroup",Обследованные по клиническим показаниям_ingroup,Обследованные при эпидемиологическом расследовании_ingroup,Потребители инъекционных наркотиков_ingroup,Прочие контингенты_ingroup,Больные ЗППП_bwgroup,Обследованные беременные_bwgroup,"Обследованные лица, находящиеся в местах лишения свободы_bwgroup",Обследованные по клиническим показаниям_bwgroup,Обследованные при эпидемиологическом расследовании_bwgroup,Потребители инъекционных наркотиков_bwgroup,Прочие контингенты_bwgroup,М,Ж,Количество уголовных дел в сфере оборота наркотиков,ст. 6.8 КоАП России,ст. 6.9 КоАП России,Доля городского населения в общей численности населения на 1 января,Принято студентов в ВУЗы,Число новых случаев наркомании на 100 тыс.,Безработица по МОТ,Валовой региональный продукт на душу населения,Введено общей площади жилых домов,0-15 лет,15-19 лет,>= 70 лет,20-29 лет,30-39 лет,40-49 лет,50-59 лет,60-69 лет,Доля населения с доходами ниже МРОТ
1165,Ульяновская область,2012-01-01,933,73.21,0.008915304606240713,0.002586793737236215,0.018808777429467086,0.010845383759733037,0.06424965580541533,0.08505747126436781,0.043028082801249166,0.03146509341199607,0.17436905932481153,0.07079646017699115,0.40904621435594885,0.18354637823664371,0.04850868567682727,0.08226810881678139,584089,690398,974.0,15.0,476.0,73.8,8818,12.1,5.6,188185.7,109.7,14.6,5.2,11.0,15.9,13.5,14.3,16.9,9.5,13.3
1166,Хабаровский край,2012-01-01,203,15.13,0.0014964968369498674,0.0002727570280394225,0.007186585041256322,0.0012798550810246717,0.02875399361022364,0.015141087405368204,0.00010800797402037358,0.11153358681875793,0.07604562737642585,0.2737642585551331,0.32953105196451205,0.045627376425855515,0.11153358681875793,0.051964512040557666,640088,701995,1425.0,127.0,1530.0,81.5,15850,12.3,6.4,326306.5,85.6,16.0,5.8,7.9,18.7,16.0,13.3,14.1,9.2,14.3
1167,Ханты-Мансийский АО-Югра,2012-01-01,1536,96.97,0.006006536525041958,0.0018840221924821018,0.05042301184433164,0.005742389273546544,0.05914538822303283,0.05238359201773836,0.0007904997641650537,0.053448614659068576,0.11397131067007271,0.1171153468264885,0.32855177834545096,0.17842405187659657,0.1485557083906465,0.05993318923167616,773510,810553,1973.0,140.0,1831.0,91.6,8642,13.9,5.5,1719109.2,134.9,20.9,5.4,2.6999999999999997,18.2,18.0,15.4,15.5,5.0,9.8
1168,Челябинская область,2012-01-01,2827,81.11,0.00610732285798992,0.0022217254003297653,0.03244535519125683,0.006005202278296797,0.02495344506517691,0.04696468951121934,0.000814694571977233,0.09153521439680071,0.14130193290379917,0.16885136636303044,0.31904021328593646,0.089313485892024,0.11997333925794268,0.06998444790046657,1594983,1890289,3006.0,142.0,2306.0,82.1,24563,31.2,6.4,241758.0,127.6,16.9,5.2,10.1,16.799999999999997,15.0,12.899999999999999,15.2,8.899999999999999,10.1
1169,Чеченская Республика,2012-01-01,215,16.23,0.0012981393336218088,0.00016417665407978985,0.007518796992481203,0.001208313194780087,0.030303030303030304,0.01718213058419244,0.00043753664471701375,0.024793388429752067,0.09090909090909091,0.04132231404958678,0.49586776859504134,0.1487603305785124,0.08264462809917356,0.11570247933884298,650916,673851,630.0,37.0,46.0,34.9,6112,2.0,29.8,77877.2,415.9,34.5,8.4,3.1000000000000005,19.4,13.4,10.7,9.1,3.1,21.7
1170,Чувашская Республика,2012-01-01,165,13.27,0.0014383713210887365,0.00019613996547936607,0.0008948545861297539,0.0009313101944393967,0.04145077720207254,0.00321285140562249,0.000195594162623925,0.1306532663316583,0.10050251256281408,0.04020100502512563,0.4120603015075377,0.16080402010050251,0.04020100502512563,0.11557788944723618,578875,664556,639.0,70.0,974.0,59.4,9565,2.4,5.9,174925.5,92.3,17.1,5.6,9.899999999999999,16.4,14.3,14.5,15.200000000000001,8.0,16.0
1171,Чукотский АО,2012-01-01,22,43.32,0.0,0.0004768717215069146,0.0,0.0036889025514909315,0.028985507246376812,0.0,0.00023074894514767933,0.0,0.04819277108433735,0.0,0.5783132530120482,0.2891566265060241,0.0,0.08433734939759036,25832,24948,43.0,2.0,24.0,66.0,74,,4.3,896822.1,54.8,22.2,5.8,1.5000000000000002,15.8,17.5,16.5,16.5,5.5,7.7
1172,Ямало-Ненецкий АО,2012-01-01,180,33.23,0.0027654867256637168,0.000661292354200781,0.006870229007633588,0.0014627559822969019,0.03914590747330961,0.003708281829419036,0.00024483988395513425,0.0761904761904762,0.16,0.06857142857142857,0.29714285714285715,0.25142857142857145,0.045714285714285714,0.10095238095238095,273580,268032,494.0,65.0,694.0,85.0,1390,13.6,3.4,2209803.4,117.7,21.8,5.9,1.4000000000000001,17.0,19.200000000000003,16.9,15.3,3.7,6.4
1173,Ярославская область,2012-01-01,166,13.05,0.0015232292460015233,0.0005636184303226716,0.0060491493383742915,0.0014088884284678338,0.0391644908616188,0.01179245283018868,0.00023028241348643934,0.014209591474245116,0.14209591474245115,0.11367673179396093,0.48312611012433393,0.10657193605683836,0.07104795737122557,0.06927175843694494,568641,703031,,,,81.9,8501,8.4,3.4,257426.7,112.2,14.8,4.6,12.3,15.4,14.7,13.6,15.5,9.9,10.9
1174,г. Москва,2012-01-01,3908,32.62,0.0002242152466367713,3.9319416642836714e-05,0.0,0.00027862831871522706,0.0006321112515802782,0.00019193857965451057,0.0009582661318033947,0.002277904328018223,0.008352315869400152,0.0,0.07137433561123765,0.0015186028853454822,0.0037965072133637054,0.9126803340926348,5523302,6456227,,,,100.0,154279,16.6,0.8,895017.9,126.1,14.9,4.1,10.9,17.0,16.6,14.7,14.899999999999999,9.4,9.6
1175,г. Санкт-Петербург,2012-01-01,2619,52.09,0.003199481602980783,0.0013721203526808868,0.09347641909065235,0.00844601672443,0.035747021081576534,0.06068555438964673,0.019296066408968155,0.05204644651239397,0.06884624886766039,0.21806802272914436,0.4647945318290373,0.05138763073375607,0.11430453759367537,0.030552581734332538,2268689,2759311,7199.0,731.0,1463.0,100.0,77155,15.0,1.1,456943.4,95.2,12.4,4.5,11.5,17.799999999999997,15.6,13.899999999999999,15.2,9.8,9.0
1176,Алтайский край,2013-01-01,2132,89.18,0.009554140127388535,0.002096280493460718,0.0407074249123342,0.015292341068124295,0.061637534498620056,0.042020774315391876,0.0009019140023918171,0.04252419244922993,0.12321112171187133,0.1455635818454409,0.3919858252691836,0.10958157284993866,0.1455635818454409,0.041570124028894644,1104447,1286191,3112.0,448.0,1148.0,55.5,12887,22.9,8.3,173763.5,102.9,17.4,4.7,9.799999999999999,15.2,15.1,12.3,16.6,9.7,17.6
1177,Амурская область,2013-01-01,56,6.9,0.0008,0.0001986491855383393,0.0027899561578318055,0.0006594967532467532,0.05161290322580645,0.00482315112540193,0.00017135023989033583,0.08547008547008547,0.08547008547008547,0.11965811965811966,0.4444444444444444,0.13675213675213677,0.05128205128205128,0.07692307692307693,383622,427652,1942.0,174.0,820.0,67.1,4614,22.5,6.1,258817.0,114.5,18.9,5.6,7.3,16.4,16.0,13.0,14.600000000000001,9.2,16.2
1178,Архангельская область без АО,2013-01-01,106,9.23,0.0012619888944977284,0.0002298005331372369,0.0027124773960217,0.00034008544646842517,0.047058823529411764,0.007407407407407408,0.025050147626456038,0.1875,0.125,0.15,0.2,0.25,0.0375,0.05,536607,612153,558.0,56.0,214.0,76.8,4607,4.0,6.0,,108.5,17.3,4.8,9.3,15.0,15.6,13.100000000000001,16.2,9.6,
1179,Астраханская область,2013-01-01,105,10.33,0.0006808278867102397,0.0003862921472324927,0.00391717963066592,0.0005393604725825093,0.029850746268656716,0.004123711340206186,0.0001719985795298449,0.06309148264984227,0.17665615141955837,0.17665615141955837,0.26498422712933756,0.17665615141955837,0.025236593059936908,0.1167192429022082,478750,537766,1566.0,92.0,1410.0,66.7,8198,2.3,7.5,269821.7,116.4,18.3,5.3,9.3,16.9,14.899999999999999,12.899999999999999,14.7,8.7,11.8
1180,Белгородская область,2013-01-01,166,10.75,0.0009811616954474097,0.00021951706246258233,0.0037981551817688553,0.0005809450038729666,0.04151404151404151,0.006483790523690773,0.0001013305673114021,0.046620046620046623,0.10256410256410256,0.06526806526806526,0.1958041958041958,0.317016317016317,0.12121212121212122,0.15151515151515152,711167,832941,,,,66.6,11485,2.4,4.0,368874.8,106.5,15.4,5.0,11.200000000000001,15.7,14.5,13.4,16.0,9.6,7.6
1181,Брянская область,2013-01-01,204,16.42,0.0006252605252188412,0.00038672564232712154,0.00411522633744856,0.0006193868070610096,0.04569190600522193,0.004623208506703652,0.05569457434927277,0.015584415584415584,0.08311688311688312,0.0987012987012987,0.5402597402597402,0.18181818181818182,0.05194805194805195,0.02857142857142857,566685,675914,,,,69.3,7365,12.8,5.2,175865.0,116.3,15.8,5.1,11.6,15.1,14.3,13.7,15.9,9.4,12.6
1182,Владимирская область,2013-01-01,395,27.95,0.00705371676614216,0.001233940625680482,0.22580645161290322,0.007620957633492104,0.0498220640569395,0.045454545454545456,0.2502784782369351,0.0380952380952381,0.14945054945054945,0.20512820512820512,0.44542124542124545,0.08205128205128205,0.041025641025641026,0.03882783882783883,638076,775245,,,,77.6,10681,11.5,3.8,216320.8,102.2,15.0,4.5,12.0,14.899999999999999,14.6,13.2,16.200000000000003,10.3,14.1
1183,Волгоградская область,2013-01-01,1082,42.12,0.0022795269981478843,0.0012928326325455511,0.020765351527736578,0.0016627538628611082,0.058973055414336555,0.035781544256120526,0.02330034536312151,0.0180028129395218,0.12039381153305204,0.15752461322081576,0.4151898734177215,0.13052039381153305,0.08551336146272855,0.07285513361462728,1188676,1380450,2292.0,133.0,2515.0,76.3,16602,6.0,6.6,235814.1,91.6,16.0,5.0,11.200000000000001,16.1,14.7,13.3,14.9,9.7,13.0
1184,Вологодская область,2013-01-01,199,16.68,0.001129305477131564,0.00040569322830386425,0.011673151750972763,0.0010479324293169575,0.05386740331491713,0.01225114854517611,0.00016683261774028235,0.0547945205479452,0.13150684931506848,0.19726027397260273,0.273972602739726,0.2136986301369863,0.08767123287671233,0.0410958904109589,549982,643389,962.0,93.0,570.0,71.3,6261,8.7,6.1,289782.8,147.9,17.2,4.7,10.100000000000001,15.399999999999999,15.1,13.0,16.4,9.0,14.0
1185,Воронежская область,2013-01-01,199,8.54,0.0008898776418242492,0.00033541698429638664,0.002637652489284537,0.0005546047099655906,0.038821954484605084,0.0022602518566354536,0.14292776608934823,0.0438957475994513,0.12071330589849108,0.0877914951989026,0.5102880658436214,0.15912208504801098,0.038408779149519894,0.039780521262002745,1066195,1262764,,,,66.3,20518,16.8,4.7,262578.3,121.5,14.1,4.9,12.6,15.9,14.1,13.3,16.0,9.899999999999999,9.4
1186,Еврейская автономная область,2013-01-01,26,15.26,0.0005344735435595938,0.00018129079042784627,0.000984251968503937,0.006132075471698114,0.0,0.015151515151515152,0.0002213956783563585,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.7123287671232876,0.0,0.0547945205479452,0.0684931506849315,80957,89420,384.0,38.0,1120.0,67.9,843,27.2,8.3,224042.7,116.8,19.4,5.7,7.2,17.0,15.899999999999999,12.5,14.0,9.3,20.9
1187,Забайкальский край,2013-01-01,404,37.05,0.0015057217426219635,0.0006019229855380083,0.005973120955699353,0.0016641858926651782,0.07286166842661035,0.002189681127685781,0.00025642191045161086,0.11920529801324503,0.10066225165562914,0.06357615894039735,0.42649006622516555,0.1827814569536424,0.0847682119205298,0.022516556291390728,521954,568390,1844.0,136.0,1813.0,66.8,6209,4.2,10.5,209780.8,97.4,21.4,6.3,6.7,17.6,15.9,11.7,14.0,7.5,16.9
1188,Ивановская область,2013-01-01,553,53.01,0.011980267794221282,0.0028748956691087824,0.010178817056396148,0.005283186167658034,0.03308663474096648,0.05459770114942529,0.000673597594847593,0.036637931034482756,0.20043103448275862,0.15948275862068967,0.3081896551724138,0.16379310344827586,0.040948275862068964,0.09051724137931035,468044,575086,,,,81.1,7942,7.9,5.2,151263.6,104.6,14.8,4.5,12.1,15.6,14.5,13.4,15.7,10.1,14.4
1189,Иркутская область,2013-01-01,3100,128.19,0.012774493243243243,0.0030761131167268353,0.037017022426371254,0.01270430175527355,0.04671078240560529,0.04634177055786425,0.009475513623914335,0.09568053770880695,0.16170801621033903,0.05416625481862212,0.35741820697835325,0.09488978946327963,0.14549767717702877,0.09063951764357023,1118704,1299644,2304.0,165.0,2070.0,79.5,20560,24.9,8.3,332700.5,111.7,19.7,5.6,7.999999999999999,16.9,15.4,12.5,14.4,8.5,17.0
1190,Кабардино-Балкарская Республика,2013-01-01,68,7.92,0.0019646365422396855,0.0001392951664577239,0.005761843790012804,0.0003039601667438629,0.041666666666666664,0.0,0.0013442037204084397,0.06451612903225806,0.12903225806451613,0.1935483870967742,0.45161290322580644,0.043010752688172046,0.0,0.11827956989247312,400908,457489,1049.0,65.0,301.0,54.1,3606,12.8,10.5,129236.2,103.2,20.9,6.5,7.8999999999999995,18.5,14.0,13.6,13.399999999999999,6.4,19.0
1191,Калининградская область,2013-01-01,424,44.02,0.006487889273356401,0.0009931613745353424,0.026418786692759294,0.0054812723195747865,0.10187110187110188,0.03506493506493506,0.0010703583793923322,0.046153846153846156,0.1076923076923077,0.08307692307692308,0.40615384615384614,0.15076923076923077,0.08307692307692308,0.12307692307692308,452309,510819,711.0,199.0,374.0,77.5,5827,4.8,5.6,287695.4,109.8,16.0,5.1,9.3,16.7,15.2,13.600000000000001,15.2,9.7,12.7
1192,Калужская область,2013-01-01,180,17.92,0.001274065685164213,0.0005862068965517242,0.009533366783743101,0.0015416360315916799,0.04536082474226804,0.00832639467110741,0.00033461375817692813,0.05950413223140496,0.11239669421487604,0.1256198347107438,0.4297520661157025,0.14545454545454545,0.06611570247933884,0.06115702479338843,462806,541738,,,,75.9,4786,10.1,4.5,291365.2,107.2,14.9,4.5,11.5,15.5,14.7,13.399999999999999,16.4,10.0,9.4
1193,Камчатский край,2013-01-01,28,8.75,0.0,0.0,0.0016501650165016502,0.00022944391139293312,0.02631578947368421,0.0017574692442882249,0.0006101181181251788,0.0,0.0,0.05128205128205128,0.5641025641025641,0.10256410256410256,0.10256410256410256,0.1794871794871795,160245,159619,347.0,32.0,412.0,77.1,1593,12.2,5.7,416493.0,114.0,17.4,5.0,5.4,16.8,17.2,15.0,14.8,9.3,16.7
1194,Карачаево-Черкесская Республика,2013-01-01,34,7.24,0.000984251968503937,0.00012503125781445363,0.0027472527472527475,0.0007523039307880384,0.060810810810810814,0.0,7.937767899666614e-05,0.08791208791208792,0.08791208791208792,0.04395604395604396,0.3516483516483517,0.3956043956043956,0.0,0.03296703296703297,217061,252776,472.0,15.0,283.0,42.9,3221,4.9,9.8,140400.9,128.9,20.5,6.0,8.700000000000001,17.0,14.5,13.5,14.100000000000001,6.800000000000001,20.3
1195,Кемеровская область,2013-01-01,6103,223.22,0.013008836737650298,0.004841280774604924,0.07012550135851986,0.017989577651141467,0.07498286497601096,0.09911872462620061,0.1022656882334893,0.08375303115090468,0.09177392277560156,0.20220108188770752,0.28912516321581794,0.10203320276067898,0.18671889572840888,0.044394702480880434,1253946,1480129,3015.0,382.0,3195.0,85.5,15702,20.0,6.0,243932.3,100.5,18.0,4.8,9.0,15.700000000000001,15.700000000000001,12.4,15.8,9.4,13.9
1196,Кировская область,2013-01-01,162,12.36,0.0006780427166911515,0.000443283094582614,0.006058566139347021,0.0013308195630475769,0.06896551724137931,0.017094017094017096,6.92564829155879e-05,0.03993344425956739,0.1264559068219634,0.23960066555740434,0.3194675540765391,0.13311148086522462,0.09317803660565724,0.048252911813643926,602938,707991,699.0,111.0,477.0,74.8,9316,2.1,5.6,170457.6,119.1,16.0,4.5,11.0,14.3,14.6,12.8,17.6,10.0,14.1
1197,Костромская область,2013-01-01,161,24.53,0.004739336492890996,0.001204761216326924,0.008417508417508417,0.0036730945821854912,0.050119331742243436,0.023255813953488372,0.25029517366934423,0.056338028169014086,0.2012072434607646,0.16096579476861167,0.16096579476861167,0.16901408450704225,0.16096579476861167,0.09054325955734406,300372,356017,,,,70.5,3137,3.5,4.9,211383.4,111.5,16.5,4.6,11.3,14.4,14.4,13.100000000000001,16.9,9.6,14.2
1198,Краснодарский край,2013-01-01,1535,28.4,0.0025020177562550443,0.0006488029585414909,0.023002134218638844,0.002507503305844074,0.07297297297297298,0.012848853274385189,0.1437821854437806,0.026299045599151645,0.10180275715800637,0.16458112407211029,0.3876988335100742,0.16033934252386003,0.07889713679745493,0.08038176033934252,2508153,2896120,6914.0,1534.0,8705.0,53.5,26390,4.3,6.1,309837.7,90.3,16.9,5.1,10.9,15.600000000000001,15.0,13.100000000000001,14.7,9.6,10.7
1199,Красноярский край,2013-01-01,2482,87.0,0.0050821241805995435,0.0012878161084931112,0.012581318276666257,0.006165299161058358,0.059972489683631364,0.0680930813681087,0.017186854046204268,0.03733261193020425,0.09684837007980522,0.11091573109698363,0.2894630055457866,0.11794941160557285,0.2358988232111457,0.11159204653050182,1331529,1521281,3391.0,456.0,1256.0,76.6,22461,15.9,5.7,441084.9,105.3,17.8,5.3,7.999999999999999,17.0,16.1,13.1,15.0,8.5,15.6
1200,Курганская область,2013-01-01,813,92.69,0.005230335948501308,0.001667492901888323,0.029322548028311426,0.00418151579947731,0.0311284046692607,0.1012591815320042,0.008173048807403323,0.07896735003796507,0.11237661351556567,0.08807896735003796,0.26727410782080485,0.10933940774487472,0.29309035687167806,0.05087319665907365,402981,474168,908.0,78.0,432.0,60.7,4812,15.0,7.5,189502.7,111.9,17.5,4.7,11.3,14.2,13.600000000000001,12.8,16.6,10.2,16.9
1201,Курская область,2013-01-01,145,12.96,0.0009871668311944718,0.0001455498144239866,0.004719004719004719,0.0006076526844225898,0.043689320388349516,0.019867549668874173,0.07147324514781356,0.08627450980392157,0.047058823529411764,0.08627450980392157,0.5098039215686274,0.1411764705882353,0.11764705882352941,0.011764705882352941,507510,611405,,,,66.5,9036,8.6,4.6,242646.1,116.4,15.4,5.0,12.1,14.3,13.9,13.5,16.9,9.8,9.6
1202,Ленинградская область,2013-01-01,1486,84.24,0.0163265306122449,0.0027858257187430356,0.08969465648854962,0.00996915526320274,0.04647058823529412,0.06368563685636856,0.037041744649864004,0.05609817180065114,0.12521913348359628,0.047082394189832205,0.5860255447032306,0.07913849236163285,0.047082394189832205,0.059353869271224644,828727,935197,1264.0,152.0,607.0,65.2,1946,10.4,4.3,386177.6,118.3,13.9,4.3,10.8,16.2,15.6,13.2,16.4,10.4,10.7
1203,Липецкая область,2013-01-01,105,9.05,0.0007427213309566251,0.00016781902396455662,0.00632688927943761,0.0006909164803901646,0.02152317880794702,0.007772020725388601,6.440747962017723e-05,0.04728132387706856,0.04728132387706856,0.3404255319148936,0.1607565011820331,0.12293144208037825,0.22695035460992907,0.054373522458628844,529073,630793,,,,64.0,4911,8.8,3.7,271896.2,106.3,15.6,4.7,11.8,14.6,14.3,13.7,16.4,9.8,7.9
1204,Магаданская область,2013-01-01,84,55.88,0.0009306654257794323,0.0009663391850539539,0.006914433880726016,0.003205128205128205,0.09230769230769231,0.046218487394957986,0.0003202401236926342,0.027874564459930314,0.08362369337979095,0.11149825783972125,0.2926829268292683,0.2508710801393728,0.15331010452961671,0.08013937282229965,72914,77398,240.0,9.0,156.0,95.8,890,18.4,2.9,587477.4,76.4,17.5,4.6,4.3999999999999995,15.100000000000001,17.7,15.0,17.200000000000003,9.4,12.2
